Venue type,Media owner,Screen ID,Unit ID,Screen name,Screen latitude,Screen longitude,Screen width (px),Screen height (px),Physical screen count,Dimensions (W x H),Aspect ratio,Orientation,Site name,Site location (city),Site region (state),Spot length,Allowed languages,Allow Image,Allow Video,Zip code,Country
Transit > Train Stations > Train,Moove Media SG,ds6103,21208995,NEL_Harbourfront _ Concourse_3 (NEL-HBF-C3),1.265527,103.821435,2160,3840,1,2160 x 3840,0.5625,Portrait,ds6103,Maritime Square,Central Region,15,All / Universal,1,1,98867,SG Breakdown B1
Transit > Train Stations > Train,Moove Media SG,ds6065,21209005,NEL_Little India _ Concourse_1 (NEL-LTI-C1),1.30631,103.8495,2160,3840,1,2160 x 3840,0.5625,Portrait,ds6065,Farrer Park,Central Region,15,All / Universal,1,1,210662,SG Breakdown B1
Transit > Train Stations > Train,Moove Media SG,ds6086,21209006,NEL_Little India _ Concourse_2 (NEL-LTI-C2),1.30631,103.8495,2160,3840,1,2160 x 3840,0.5625,Portrait,ds6086,Farrer Park,Central Region,15,All / Universal,1,1,210662,SG Breakdown B1
Transit > Train Stations > Train,Moove Media SG,ds6113,21209007,NEL_Outram Park _ Concourse_1 (NEL-OTP-C1),1.280317,103.840327,2160,3840,1,2160 x 3840,0.5625,Portrait,ds6113,Chinatown,Central Region,15,All / Universal,1,1,88764,SG Breakdown B1
Transit > Train Stations > Train,Moove Media SG,ds6033,21209008,NEL_Outram Park _ Concourse_2 (NEL-OTP-C2),1.280317,103.840327,2160,3840,1,2160 x 3840,0.5625,Portrait,ds6033,Chinatown,Central Region,15,All / Universal,1,1,88764,SG Breakdown B1
Transit > Train Stations > Train,Moove Media SG,ds6048,21209009,NEL_Outram Park _ Platform_1 (NEL-OTP-P1),1.280317,103.840327,2160,3840,1,2160 x 3840,0.5625,Portrait,ds6048,Chinatown,Central Region,15,All / Universal,1,1,88764,SG Breakdown B1
Transit > Train Stations > Train,Moove Media SG,ds6042,21209010,NEL_Outram Park _ Platform_2 (NEL-OTP-P2),1.280317,103.840327,2160,3840,1,2160 x 3840,0.5625,Portrait,ds6042,Chinatown,Central Region,15,All / Universal,1,1,88764,SG Breakdown B1
Transit > Train Stations > Train,Moove Media SG,ds6109,21209011,NEL_Potong Pasir _ Concourse_1 (NEL-PTP-C1),1.33127,103.868933,2160,3840,1,2160 x 3840,0.5625,Portrait,ds6109,Potong Pasir,Central Region,15,All / Universal,1,1,347694,SG Breakdown B1
Transit > Train Stations > Train,Moove Media SG,ds6032,21209012,NEL_Potong Pasir _ Platform_1 (NEL-PTP-P1),1.33127,103.868933,2160,3840,1,2160 x 3840,0.5625,Portrait,ds6032,Potong Pasir,Central Region,15,All / Universal,1,1,347694,SG Breakdown B1
Transit > Train Stations > Train,Moove Media SG,ds6107,21209022,NEL_Woodleigh _ Concourse_1 (NEL-WLH-C1),1.33879,103.870538,2160,3840,1,2160 x 3840,0.5625,Portrait,ds6107,Woodleigh,Central Region,15,All / Universal,1,1,357688,SG Breakdown B1
Transit > Train Stations > Train,Moove Media SG,ds6104,21209023,NEL_Woodleigh _ Platform_1 (NEL-WLH-P1),1.33879,103.870538,2160,3840,1,2160 x 3840,0.5625,Portrait,ds6104,Woodleigh,Central Region,15,All / Universal,1,1,357688,SG Breakdown B1
Transit > Train Stations > Train,Moove Media SG,ds6076,21213385,DTL_Tan Kah Kee _ Concourse_1 (DTL-TKK-C1),1.325732,103.807919,2160,3840,1,2160 x 3840,0.5625,Portrait,ds6076,Coronation Road,Central Region,15,All / Universal,1,1,266268,SG Breakdown B1
Transit > Train Stations > Train,Moove Media SG,ds6039,21213386,DTL_Ubi _ Concourse_2 (DTL-UBI-C2),1.33009,103.899289,2160,3840,1,2160 x 3840,0.5625,Portrait,ds6039,Kampong Ubi,Central Region,15,All / Universal,1,1,408899,SG Breakdown B1
Transit > Train Stations > Train,Moove Media SG,ds6040,21213387,NEL_Clarke Quay _ Concourse_3 (NEL-CQY-C3),1.288239,103.846871,2160,3840,1,2160 x 3840,0.5625,Portrait,ds6040,Boat Quay,Central Region,15,All / Universal,1,1,59400,SG Breakdown B1
retail.malls.concourse,JCDeaux,ION_B2_IL85_DDS01_1A,ION_B2_IL85_DDS01_1A,"ION Digital 85""",1.304535,103.832436,1080,1920,1,1920 x 1080,0.386111111,Portrait,ION Orchard,ION Orchard,ION Orchard,10,All / Universal,Yes,Yes,Singapore,SG Breakdown B1
retail.malls.concourse,JCDeaux,ION_B2_IL85_DDS01_1B,ION_B2_IL85_DDS01_1B,"ION Digital 85""",1.304535,103.832436,1080,1920,1,1920 x 1080,0.386111111,Portrait,ION Orchard,ION Orchard,ION Orchard,10,All / Universal,Yes,Yes,Singapore,SG Breakdown B1
retail.malls.concourse,JCDeaux,ION_B2_IL85_DDS02_1A,ION_B2_IL85_DDS02_1A,"ION Digital 85""",1.304586,103.83247,1080,1920,1,1920 x 1080,0.386111111,Portrait,ION Orchard,ION Orchard,ION Orchard,10,All / Universal,Yes,Yes,Singapore,SG Breakdown B1
retail.malls.concourse,JCDeaux,ION_B2_IL85_DDS02_1B,ION_B2_IL85_DDS02_1B,"ION Digital 85""",1.304586,103.83247,1080,1920,1,1920 x 1080,0.386111111,Portrait,ION Orchard,ION Orchard,ION Orchard,10,All / Universal,Yes,Yes,Singapore,SG Breakdown B1
retail.malls.concourse,JCDeaux,ION_B2_IL85_DS01_1_1,ION_B2_IL85_DS01_1_1,"ION Digital 85""",1.304438,103.832427,1080,1920,1,1920 x 1080,0.386111111,Portrait,ION Orchard,ION Orchard,ION Orchard,10,All / Universal,Yes,Yes,Singapore,SG Breakdown B1
retail.malls.concourse,JCDeaux,ION_B2_IL85_DS02_1_1,ION_B2_IL85_DS02_1_1,"ION Digital 85""",1.304469,103.832341,1080,1920,1,1920 x 1080,0.386111111,Portrait,ION Orchard,ION Orchard,ION Orchard,10,All / Universal,Yes,Yes,Singapore,SG Breakdown B1
retail.malls.concourse,JCDeaux,ION_B2_IL85_DS03_1_1,ION_B2_IL85_DS03_1_1,"ION Digital 85""",1.304845,103.832521,1080,1920,1,1920 x 1080,0.386111111,Portrait,ION Orchard,ION Orchard,ION Orchard,10,All / Universal,Yes,Yes,Singapore,SG Breakdown B1
retail.malls.concourse,JCDeaux,ION_B2_IL85_DS04_1_1,ION_B2_IL85_DS04_1_1,"ION Digital 85""",1.304774653,103.8314771,1080,1920,1,1920 x 1080,0.386111111,Portrait,ION Orchard,ION Orchard,ION Orchard,10,All / Universal,Yes,Yes,Singapore,SG Breakdown B1
retail.malls.concourse,JCDeaux,ION_B2_IL85_DS05_1_1,ION_B2_IL85_DS05_1_1,"ION Digital 85""",1.304774653,103.8314771,1080,1920,1,1920 x 1080,0.386111111,Portrait,ION Orchard,ION Orchard,ION Orchard,10,All / Universal,Yes,Yes,Singapore,SG Breakdown B1
retail.malls.concourse,JCDeaux,ION_B2_IL85_DS06_1_1,ION_B2_IL85_DS06_1_1,"ION Digital 85""",1.304805975,103.8314059,1080,1920,1,1920 x 1080,0.386111111,Portrait,ION Orchard,ION Orchard,ION Orchard,10,All / Universal,Yes,Yes,Singapore,SG Breakdown B1
Retail > Mall > Spectacular,JCDeaux,RC_GVW_01_1,18719405,Raffles City LED,1.29401,103.85337,1978,3440,1,1978 x 3440,,Portrait,Raffles City,Raffles City,Raffles City,10,All / Universal,Yes,Yes,Singapore,SG Breakdown B1
